"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Makedonski folklor";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"1";"1991";"24";"48";"0";"0";"0";"0";"0";"0";"39";"0"
"Makerere Institute of Social Research College Conference papers";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"B";"0";"1968";"D";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Maltese Folklore Review";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"1";"2";"1966";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Man";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"1994";"29";"4";"0";"0";"0";"0";"0";"0";"20";"0"
"Man (n.s.)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"21";"0";"1986";"21";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Man (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"25";"0";"1993";"45";"0";"0";"0";"0";"0";"0";"0";"21";"0"
"Man and culture in Oceania";"0911-3533";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"15";"0";"2002";"18";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Man and culture in Oceania";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"0";"0";"1997";"13";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Man and life";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"16";"1/2";"1993";"19";"3/4";"0";"0";"0";"0";"0";"0";"8";"0"
"Man in India";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"43";"1";"2005";"85";"1-2";"0";"0";"0";"0";"0";"0";"121";"0"
"Man in the Northeast";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"1";"0";"1990";"39";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Mana";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"3";"2";"1999";"5";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Mana";"0104-9313";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"5";"2";"2008";"14";"2";"0";"0";"0";"0";"0";"0";"28";"0"
"Mana: estudos de antropologia social";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"3";"1";"1997";"3";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Mankind";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"5";"12";"1989";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0"
"Manusia Indonesia Madjalah penggali buudaja";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1970";"4";"5/6";"1971";"5";"4/6";"0";"0";"0";"0";"0";"0";"4";"0"
"Mare Erythraeum";"1436-8234";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2002";"5";"0";"2008";"7";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Mare Erythraeum";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"1";"107-14";"1997";"1";"123-44";"0";"0";"0";"0";"0";"0";"3";"0"
"Margaretologist: the journal of the Center for Bead Research";"0892-1989";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"9";"1";"2002";"15";"1";"0";"0";"0";"0";"0";"0";"7";"0"
"Margaretologist: the journal of the Center for Bead Research";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"0";"0";"1997";"10";"2";"0";"0";"0";"0";"0";"0";"10";"0"
"Markets and traders in south Asia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"4";"0";"1991";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Martor";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"1";"127-33";"1996";"1";"186-93";"0";"0";"0";"0";"0";"0";"7";"0"
"Martor: revue d'anthropologie du Musee du Paysan Roumain";"1224-6271";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"4";"0";"2007";"12";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Martor: revue d'anthropologie du Musee du Paysan Roumain";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"2";"0";"1997";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Masterkey";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"36";"4";"1989";"63";"0";"0";"0";"0";"0";"0";"0";"95";"0"
"Material from archaeological investigations at Nowa Huta";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"0";"1994";"17";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Material religion";"1743-2200";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2005";"1";"1";"2009";"5";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"Materiale si Cercetari arheologice";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1970";"9";"0";"1983";"17";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Materialy archeologiczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"4";"0";"1991";"26";"0";"0";"0";"0";"0";"0";"0";"24";"0"
"Materialy archeologiczne (Cracow)";"0075-7039";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1959";"1";"0";"2006";"36";"0";"0";"0";"0";"0";"0";"0";"63";"0"
"Materialy archeologiczne Nowej Huty";"0581-1112";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"21";"0";"2004";"24";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Materialy archeologiczne Nowej Huty";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"20";"0";"1997";"20";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Materialy archeologiczne Series A";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"archeol";"0";"1989";"archeol";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Materialy i prace antropologiczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"77";"0";"1983";"104";"0";"0";"0";"0";"0";"0";"0";"27";"0"
"Materialy k antropologii Kavkaza";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"0";"1987";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Materialy po arkheologii Gruzii i Kavkaza";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"3";"0";"1984";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Materialy po etnografii Gruzii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"19";"0";"1987";"23";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Materialy si cercetari arheologice";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"1";"0";"1983";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Materialy starozytne i wczesnos redniowieczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"0";"0";"1991";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Materialy starozytne wczesnosrediowieczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"8";"0";"1977";"4";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Materialy z Etnohrrafiyi Mystetstvoznavstva";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"7/8";"0";"1962";"7/8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Materiay archeologiczne (Cracow)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"27";"1";"1996";"39";"113-17";"0";"0";"0";"0";"0";"0";"4";"0"
"Materiay archeologiczne Nowej Huty";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"1993";"16";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Materiay i prace antropologiczne";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"105";"0";"1990";"111";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Maya news";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"3";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Mayab";"1130-6157";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"0";"1";"2008";"0";"20";"0";"0";"0";"0";"0";"0";"43";"0"
"Mayab";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"2004";"17";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Meddelanden fran Lunds Universitets historiska Museum";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"0";"0";"1981";"N.S.";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Medical anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"1";"1:3";"2005";"24";"2";"0";"0";"0";"0";"0";"0";"63";"0"
"Medical anthropology";"0145-9740";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"2";"3";"2009";"28";"2";"0";"0";"0";"0";"0";"0";"90";"0"
"Medical anthropology Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"7";"1";"1982";"14";"1";"0";"0";"0";"0";"0";"0";"25";"0"
"Medical Anthropology quarterly";"0745-5194";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"11";"2";"2009";"23";"2";"0";"0";"0";"0";"0";"0";"107";"0"
"Medical anthropology quarterly";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"14";"2";"1997";"11";"3";"0";"0";"0";"0";"0";"0";"17";"0"
"Medical anthropology quarterly (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"10";"1";"2005";"19";"1";"0";"0";"0";"0";"0";"0";"13";"0"
"Melanges de l'Universite Saint-Joseph";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"51";"1-48";"2005";"58";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Melanges de l'Universite Saint-Joseph Beyrouth";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"38";"0";"1975";"49";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Memoirs of the Institute of Vertebrate Palaeontology and Palaeoanthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"19";"0";"1993";"19";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Memoirs of the Museum of Victoria";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"1";"1";"1990";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Memoirs of the Queensland Museum";"1440-4788";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"1";"1";"2004";"3";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Memoirs of the Queensland Museum Cultural Heritage Series";"1440-4780";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2006";"4";"1";"2008";"4";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Memoirs of the Research Department of the Toyo Bunko";"0082-562X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"53";"0";"2005";"0";"63";"0";"0";"0";"0";"0";"0";"21";"0"
"Memoirs of the Research Department of the Toyo Bunko";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"21";"0";"1998";"56";"85-106";"0";"0";"0";"0";"0";"0";"34";"0"
"Memoria americana: cuadernos de etnohistoria";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"1";"0";"1996";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Memoria americana: cuadernos de etnohistoria";"0327-5752";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"6";"0";"2005";"13";"0";"0";"0";"0";"0";"0";"0";"43";"0"
"Memorias do Instituto de Investigacao cientifica de Mocambique Serie C: ciencias humanas";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"1";"0";"1975";"12";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Memorie del Museo civico di Storia naturale di Verona";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"10";"0";"1972";"20";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Memoriile Comisiei de Folclor";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"8";"0";"1994";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Mens en maatschappij";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"38";"1";"1988";"63";"0";"0";"0";"0";"0";"0";"0";"66";"0"
"Mens en maatschappij Bkaflev";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"Bkaflev";"0";"1976";"52";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"MERA forum. Middle East Research Group in Anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"8";"1";"1990";"13";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Mesoamerica";"0252-9963";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"0";"4";"2008";"29";"50";"0";"0";"0";"0";"0";"0";"70";"0"
"Mesoamerica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"1";"0";"1997";"18";"33";"0";"0";"0";"0";"0";"0";"26";"0"
"Mesoamerican Notes";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1965";"6";"0";"1966";"7/8";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Mesoamerican voices";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2003";"1";"0";"2005";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Mexican";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"1";"1995";"17";"3";"0";"0";"0";"0";"0";"0";"36";"0"
"Mexican studies";"0742-9797";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"12";"2";"2009";"25";"1";"0";"0";"0";"0";"0";"0";"19";"0"
"Mexican studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"7";"2";"1999";"15";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Mexicon";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"0";"0";"2004";"26";"6";"0";"0";"0";"0";"0";"0";"36";"0"
"Mexicon";"0720-5988";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"4";"2009";"31";"2";"0";"0";"0";"0";"0";"0";"158";"0"
"Meyibo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1985";"0";"0";"1989";"3";"9/10";"0";"0";"0";"0";"0";"0";"2";"0"
"Michigan discussions in anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"5";"1/2";"1984";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Micronesia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"1/2";"1994";"27";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Micronesica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"18";"0";"1999";"31";"1";"0";"0";"0";"0";"0";"0";"14";"0"
"Micronesica";"0026-279X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"32";"1";"2008";"40";"1-2";"0";"0";"0";"0";"0";"0";"8";"0"
"Micronoticias antropologicas. Sociedad antropologica de Colombia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1980";"63";"0";"1980";"68";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Midcontinental journal of archaeology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"1";"1";"1999";"24";"1";"0";"0";"0";"0";"0";"0";"34";"0"
"Midcontinental journal of archaeology";"0146-1109";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"1";"1";"2006";"31";"2";"0";"0";"0";"0";"0";"0";"53";"0"
"Middle East journal";"0026-3141";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"50";"3";"2009";"63";"2";"0";"0";"0";"0";"0";"0";"39";"0"
"Middle East journal";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"16";"3";"2000";"54";"4";"0";"0";"0";"0";"0";"0";"82";"0"
"Mila";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"5";"2";"1976";"5";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Millennium";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1971";"1";"0";"1972";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Minzu Yanjiu";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"1";"0";"1982";"2";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Miscelanea antropologica ecuatoriana";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"0";"0";"1988";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Miscellanea musicologica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"1";"0";"1980";"11";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Missiology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"1";"1993";"21";"4";"0";"0";"0";"0";"0";"0";"58";"0"
"Missouri archaeological Society Quarterly";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"0";"0";"1991";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Missouri archaeologist";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"37";"0";"1990";"51";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Mitologicas";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1986";"2";"0";"1996";"11";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Mitteilungen aus dem Museum fur Volkerkunde (Hamburg)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"14";"0";"2004";"35";"0";"0";"0";"0";"0";"0";"0";"55";"0"
"Mitteilungen aus dem Museum fur Volkerkunde (Leipzig)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"48";"0";"1993";"55";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Mitteilungen aus dem Museum fur Volkerkunde Hamburg";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"N.F.";"0";"1993";"23";"0";"0";"0";"0";"0";"0";"0";"12";"0"
