"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Jahrbuch. Archa?ologischer Anzeiger ... 1";"";"AveryIndex";"University of California";"1895";"10";"0";"1922";"37";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... 1-2";"";"AveryIndex";"University of California";"1930";"45";"0";"1930";"45";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... 2";"";"AveryIndex";"University of California";"1896";"11";"0";"1915";"30";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... 3";"";"AveryIndex";"University of California";"1909";"0";"0";"1914";"29";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... 3-4";"";"AveryIndex";"University of California";"1930";"45";"0";"1930";"45";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch. Archa?ologischer Anzeiger ... 4";"";"AveryIndex";"University of California";"1894";"9";"0";"1915";"30";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Jahrbuch. Archa?ologischer Anzeiger ...i-ii";"";"AveryIndex";"University of California";"1918";"33";"0";"1918";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch. Beiblatt";"";"AveryIndex";"University of California";"1954";"69";"0";"1956";"71";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahrbuch. Beiblatt. Archa?ologischer Anzeiger";"";"AveryIndex";"University of California";"1942";"57";"4";"1942";"57";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahrbuch. Erga?nzungsheft";"";"AveryIndex";"University of California";"1888";"0";"0";"1937";"13";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Jahresheft";"";"AveryIndex";"University of California";"1970";"50";"0";"1970";"50";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahreshefte";"";"AveryIndex";"University of California";"1898";"1";"0";"1976";"51";"0";"0";"0";"0";"0";"0";"0";"21";"0"
"Jahreshefte des O?sterreichischen Archa?ologischen Institutes in Wien. Beiblatt";"";"AveryIndex";"University of California";"1981";"0";"53";"1981";"53";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahreshefte des O?sterreichischen Archa?ologischen Institutes in Wien. Hauptblatt";"";"AveryIndex";"University of California";"1981";"53";"0";"1981";"53";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Jahreshefte des Osterreichischen Archaologischen Institutes in Wien";"0078-3579";"AveryIndex";"University of California";"1976";"51";"0";"1986";"57";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahreshefte. Beiblatt";"";"AveryIndex";"University of California";"1959";"44";"0";"1969";"49";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Jahreshefte. Hauptblatt";"";"AveryIndex";"University of California";"1955";"42";"0";"1968";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Jahreshelfte";"";"AveryIndex";"University of California";"1908";"11";"0";"1908";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan : overseas travel magazine";"";"AveryIndex";"University of California";"1920";"10";"0";"1932";"21";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Japan architect";"0448-9512";"AveryIndex";"University of California";"2003";"0";"49";"2003";"0";"49";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan architect";"0024-4302";"AveryIndex";"University of California";"1985";"60";"1";"1985";"60";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan architect";"";"AveryIndex";"University of California";"1958";"33";"0";"9877";"52";"6";"0";"0";"0";"0";"0";"0";"160";"0"
"Japan architect";"0048-8512";"AveryIndex";"University of California";"1985";"60";"1333";"2002";"0";"46";"0";"0";"0";"0";"0";"0";"3";"0"
"Japan architect";"0021-4302";"AveryIndex";"University of California";"2004";"0";"52";"2006";"0";"63";"0";"0";"0";"0";"0";"0";"12";"0"
"Japan architect";"0440-8512";"AveryIndex";"University of California";"1994";"0";"13";"1994";"0";"13";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan architect";"0558-8512";"AveryIndex";"University of California";"1982";"57";"298";"1982";"57";"298";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan architect";"0448-8521";"AveryIndex";"University of California";"1989";"64";"7387";"1989";"64";"7387";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan Architect";"0448-8512";"AveryIndex";"University of California";"1974";"49";"0";"2009";"0";"72";"0";"0";"0";"0";"0";"0";"219";"0"
"Japan Architect";"0451-6451";"AveryIndex";"University of California";"1974";"29";"0";"1990";"45";"523";"0";"0";"0";"0";"0";"0";"121";"0"
"Japan architect";"0448-8851";"AveryIndex";"University of California";"1985";"60";"2334";"1985";"60";"2334";"0";"0";"0";"0";"0";"0";"1";"0"
"Japan: environmental design";"";"AveryIndex";"University of California";"1996";"0";"23";"1996";"0";"23";"0";"0";"0";"0";"0";"0";"1";"0"
"Jounral of architectural education";"1046-4883";"AveryIndex";"University of California";"1984";"37";"3";"2008";"61";"4";"0";"0";"0";"0";"0";"0";"96";"0"
"Journal";"0288-0744";"AveryIndex";"University of California";"1987";"12";"1";"1987";"12";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal";"";"AveryIndex";"University of California";"1806";"14";"0";"1988";"54";"3";"0";"0";"0";"0";"0";"0";"1077";"0"
"Journal";"0104-4363";"AveryIndex";"University of California";"1982";"48";"2";"1982";"48";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal";"0141-559X";"AveryIndex";"University of California";"1990";"0";"54";"2004";"0";"87";"0";"0";"0";"0";"0";"0";"33";"0"
"Journal";"0068-1288";"AveryIndex";"University of California";"1976";"129";"0";"1996";"149";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Journal &amp; annual report";"";"AveryIndex";"University of California";"1981";"0";"0";"1981";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal / International Working-Party for Documentation and Conservation of Buildings, Sites and Neighbourhoods of the Modern Movement, 2000 May, n.22, p.21-25";"1380-3204";"AveryIndex";"University of California";"1990";"0";"2";"2008";"0";"39";"0";"0";"0";"0";"0";"0";"29";"0"
"Journal / Maine Olmsted Alliance for Parks &amp; Landscapes";"";"AveryIndex";"University of California";"1995";"0";"0";"2006";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal / The Thirties Society";"0265-2625";"AveryIndex";"University of California";"1985";"0";"5";"1987";"0";"6";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal / the Thirties Society";"";"AveryIndex";"University of California";"1982";"0";"1";"1984";"0";"4";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal and annual report / The Scottish Georgian Society for the Study and Protection of Scottish Architecture";"";"AveryIndex";"University of California";"1989";"0";"16";"1989";"0";"16";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal d'histoire de l'architecture";"";"AveryIndex";"University of California";"1988";"0";"1";"1988";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal mensuel";"";"AveryIndex";"University of California";"1854";"1";"0";"1854";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of aesthetics and art criticism";"0021-8529";"AveryIndex";"University of California";"1979";"27";"3";"2002";"60";"4";"0";"0";"0";"0";"0";"0";"7";"0"
"Journal of aesthetics and art criticism";"";"AveryIndex";"University of California";"1943";"2";"7";"1943";"2";"7";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of archaeological science";"0305-4403";"AveryIndex";"University of California";"1989";"16";"5";"1989";"16";"5";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of Archaeological Science";"";"AveryIndex";"University of California";"1974";"1";"1";"1978";"5";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of architectural and planning research";"0739-0895";"AveryIndex";"University of California";"2004";"21";"3";"2004";"21";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of architectural and planning research";"";"AveryIndex";"University of California";"1995";"12";"3";"1995";"12";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of architectural and planning research";"0738-0895";"AveryIndex";"University of California";"1985";"2";"1";"2009";"26";"1";"0";"0";"0";"0";"0";"0";"87";"0"
"Journal of architectural conservation";"";"AveryIndex";"University of California";"1995";"1";"1";"2001";"7";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of architectural conservation";"1355-6207";"AveryIndex";"University of California";"1995";"1";"1";"2009";"15";"1";"0";"0";"0";"0";"0";"0";"41";"0"
"Journal of architectural education";"0047-2239";"AveryIndex";"University of California";"1947";"0";"1";"1974";"27";"2-3";"0";"0";"0";"0";"0";"0";"11";"0"
"Journal of architectural education";"0149-2993";"AveryIndex";"University of California";"1975";"29";"2";"1985";"38";"2";"0";"0";"0";"0";"0";"0";"23";"0"
"Journal of architectural research";"";"AveryIndex";"University of California";"1974";"3";"1";"1977";"6";"2";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal of architectural theory and criticism";"0953-220X";"AveryIndex";"University of California";"1991";"1";"2";"1991";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of architecture";"1360-2365";"AveryIndex";"University of California";"1996";"1";"1";"2008";"13";"6";"0";"0";"0";"0";"0";"0";"57";"0"
"Journal of art";"";"AveryIndex";"University of California";"1989";"1";"4";"1989";"1";"5";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of arts and ideas";"";"AveryIndex";"University of California";"1982";"0";"0";"1982";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of Canadian art history";"";"AveryIndex";"University of California";"1974";"1";"2";"1977";"4";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of Canadian Art History = Annales d'histoire de l'art canadien";"";"AveryIndex";"University of California";"1974";"1";"2";"1977";"4";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of Canadian art history = Annales d'histoire de l'art Canadien";"0315-4297";"AveryIndex";"University of California";"1982";"6";"1";"2001";"22";"1-2";"0";"0";"0";"0";"0";"0";"10";"0"
"Journal of decorative and propaganda arts";"0888-7314";"AveryIndex";"University of California";"1986";"0";"1";"2005";"0";"25";"0";"0";"0";"0";"0";"0";"24";"0"
"Journal of decorative art and British decorator";"";"AveryIndex";"University of California";"1903";"23";"0";"1903";"23";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of design history";"0952-4649";"AveryIndex";"University of California";"1988";"1";"3-4";"2006";"19";"4";"0";"0";"0";"0";"0";"0";"69";"0"
"Journal of design history";"";"AveryIndex";"University of California";"1999";"12";"4";"2000";"13";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of early southern decorative arts";"0098-9266";"AveryIndex";"University of California";"1993";"19";"2";"2002";"28";"1";"0";"0";"0";"0";"0";"0";"5";"0"
"Journal of Egyptian archaeology";"0307-5133";"AveryIndex";"University of California";"1974";"60";"0";"1990";"76";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal of Egyptian archaeology";"";"AveryIndex";"University of California";"1914";"1";"0";"1976";"62";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Journal of environmental design";"";"AveryIndex";"University of California";"1966";"1";"3";"1966";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of environmental education";"";"AveryIndex";"University of California";"1974";"5";"3";"1978";"9";"4";"0";"0";"0";"0";"0";"0";"6";"0"
"Journal of environmental education";"0095-8964";"AveryIndex";"University of California";"1978";"9";"4";"1991";"23";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of field archaeology";"0093-4690";"AveryIndex";"University of California";"1974";"1";"1-2";"1995";"22";"4";"0";"0";"0";"0";"0";"0";"45";"0"
"Journal of garden History";"0144-5170";"AveryIndex";"University of California";"1982";"2";"1";"1995";"15";"4";"0";"0";"0";"0";"0";"0";"40";"0"
"Journal of garden history";"";"AveryIndex";"University of California";"1997";"17";"1";"1997";"17";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of glass studies";"";"AveryIndex";"University of California";"1775";"7";"0";"1974";"16";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of glass studies";"0075-4250";"AveryIndex";"University of California";"1988";"30";"0";"1989";"31";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of green building";"1552-6100";"AveryIndex";"University of California";"2006";"1";"1";"2009";"4";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Journal of green building";"1562-6100";"AveryIndex";"University of California";"2006";"1";"4";"2006";"1";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of Hellenic studies";"0075-4269";"AveryIndex";"University of California";"1880";"1";"0";"1988";"10";"0";"0";"0";"0";"0";"0";"0";"88";"0"
"Journal of housing";"";"AveryIndex";"University of California";"1945";"2";"0";"1980";"37";"5";"0";"0";"0";"0";"0";"0";"106";"0"
"Journal of housing";"0171-7374";"AveryIndex";"University of California";"1988";"45";"4";"1988";"45";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of housing";"0272-7374";"AveryIndex";"University of California";"1975";"32";"6";"1992";"49";"5";"0";"0";"0";"0";"0";"0";"63";"0"
"Journal of Indian art";"";"AveryIndex";"University of California";"1886";"1";"12";"1916";"17";"0";"0";"0";"0";"0";"0";"0";"19";"0"
"Journal of Indian art and industry";"";"AveryIndex";"University of California";"1901";"9";"0";"1915";"17";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Journal of Indian Museums";"";"AveryIndex";"University of California";"1961";"17-20";"0";"1961";"17-20";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of interior design";"1071-7641";"AveryIndex";"University of California";"2002";"28";"1";"2007";"33";"2";"0";"0";"0";"0";"0";"0";"9";"0"
"Journal of Jewish art";"0160-208X";"AveryIndex";"University of California";"1977";"3-4";"0";"1984";"10";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of Jewish art";"";"AveryIndex";"University of California";"1977";"3-4";"0";"1980";"7";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of land and public utility economics";"";"AveryIndex";"University of California";"1941";"17";"0";"1947";"23";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Journal of National Housing and Town Planning Council";"";"AveryIndex";"University of California";"1955";"10";"0";"1955";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of planning and environment law";"0307-4870";"AveryIndex";"University of California";"1978";"0";"0";"1990";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of planning and environment law";"";"AveryIndex";"University of California";"1973";"0";"0";"1978";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of planning and environmental law";"";"AveryIndex";"University of California";"1973";"0";"0";"1973";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of planning and property law";"";"AveryIndex";"University of California";"1968";"0";"0";"1969";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of planning education and research";"0739-456X";"AveryIndex";"University of California";"1982";"1";"2";"2009";"28";"4";"0";"0";"0";"0";"0";"0";"82";"0"
"Journal of planning history";"1538-5132";"AveryIndex";"University of California";"2002";"1";"2";"2004";"3";"4";"0";"0";"0";"0";"0";"0";"11";"0"
"Journal of planning literature";"0885-4122";"AveryIndex";"University of California";"1996";"11";"1";"2005";"19";"3";"0";"0";"0";"0";"0";"0";"35";"0"
"Journal of proceedings";"";"AveryIndex";"University of California";"1905";"3";"3";"1912";"20";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Journal of property research";"0959-9916";"AveryIndex";"University of California";"1992";"9";"1";"1992";"9";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of real estate development";"";"AveryIndex";"University of California";"1985";"1";"2";"1988";"4";"2";"0";"0";"0";"0";"0";"0";"5";"0"
"Journal of real estate development";"0887-5812";"AveryIndex";"University of California";"1989";"4";"3";"1989";"5";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of real estate research";"0896-5803";"AveryIndex";"University of California";"1987";"2";"1";"1991";"6";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Journal of regional science";"0022-4146";"AveryIndex";"University of California";"1976";"16";"3";"1990";"30";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of Southeast Asian architecture";"0218-9593";"AveryIndex";"University of California";"1996";"1";"0";"2006";"9";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Journal of the American Institute for Conservation";"0197-1360";"AveryIndex";"University of California";"2000";"39";"1";"2008";"47";"2";"0";"0";"0";"0";"0";"0";"11";"0"
"Journal of the American Institute of Architects";"";"AveryIndex";"University of California";"1946";"5";"0";"1946";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the American Institute of Planners";"0002-8991";"AveryIndex";"University of California";"1975";"41";"2";"1978";"44";"4";"0";"0";"0";"0";"0";"0";"10";"0"
"Journal of the American Planning Association";"0194-4363";"AveryIndex";"University of California";"1979";"45";"1";"2009";"75";"2";"0";"0";"0";"0";"0";"0";"107";"0"
"Journal of the American Planning Association";"";"AveryIndex";"University of California";"1980";"46";"4";"1980";"46";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Association of Engineers and Architects in Israel";"";"AveryIndex";"University of California";"1965";"23";"6";"1966";"24";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of the Association of Engineers and Architects of Israel";"";"AveryIndex";"University of California";"1965";"23";"6";"1965";"23";"6";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Indian Institute of Architects=";"0019-4913";"AveryIndex";"University of California";"1977";"43";"1";"1978";"44";"2";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of the Indian Society of Oriental Art";"";"AveryIndex";"University of California";"1974";"6";"0";"1980";"11";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of the Indian Town &amp; Country Planning Association";"";"AveryIndex";"University of California";"1977";"14";"4";"1977";"15";"2-4";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of the Israel Town Planning Association";"";"AveryIndex";"University of California";"1950";"1";"0";"1950";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the National Housing and Town Planning Council";"";"AveryIndex";"University of California";"1955";"10";"0";"1955";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Royal Australian Institute of Architects";"";"AveryIndex";"University of California";"1951";"39";"0";"1951";"39";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Royal Institute of Architects";"";"AveryIndex";"University of California";"1952";"40";"0";"1952";"40";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Royal Institute of British Architects";"";"AveryIndex";"University of California";"1913";"21";"0";"1945";"53";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Journal of the sanitary institute";"";"AveryIndex";"University of California";"1903";"24";"0";"1903";"24";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Society for the Study of Architecture in Canada...";"1486-0872";"AveryIndex";"University of California";"2001";"26";"3-4";"2008";"33";"1";"0";"0";"0";"0";"0";"0";"11";"0"
"Journal of the Society of Architectural Historians of Great Britain";"";"AveryIndex";"University of California";"1978";"21";"0";"1978";"21";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Journal of the Taliesin Fellows";"1059-473X";"AveryIndex";"University of California";"1993";"0";"12";"2008";"0";"31";"0";"0";"0";"0";"0";"0";"17";"0"
"Journal of the Taliesin Fellows";"1059-437X";"AveryIndex";"University of California";"1990";"0";"2";"1993";"0";"12";"0";"0";"0";"0";"0";"0";"10";"0"
"Journal of the Tiles &amp; Architectural Ceramics Society";"0264-5157";"AveryIndex";"University of California";"1982";"1";"0";"2003";"9";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Journal of the Town Planning Institute";"";"AveryIndex";"University of California";"1938";"24";"0";"1940";"26";"0";"0";"0";"0";"0";"0";"0";"3";"0"
